line_id,variant_id,noisy,clean
3,19,قريمحانلغی ایسه قريم شبه جزيرەبسنك جنبنده كظائن طار براراضی پارچه سبدنصرف نظر,قريم خانلغی ایسه قريم شبه جزيرەسنك جنوبنده كائن طار براراضی پارچه سندن صرف نظر
18,0,بوده قرەذ کر طر فلرنده کی اقأراي نا اسقارينک اجرسه سبب وشائقىولان احوالك اورته دن قالقمسنی مروج اولذى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,1,بودة قرەدکز طر فلرنده کی اوقراينا اسفارىنك اجراشته شبب وسائق اولىن احوالك اورته دن قالقمسنی موجب ولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,2,بوفده قرەدکز طر فلرنده کی اوقراينا اسفازينك اجىسته سبب وسائف اولان احوالك ىورته دن قالقمسنی موب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,3,بودته قرەدکز طر فلرنده کبی اوقرشاينا اسفازينك اجاستة سأبب وسائق اولان احوالك اورته دنا قالقمسنی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,4,بوده قرەدکز طر فلرنده کی وقراينا ىسفا رينک اجراست سبب وسائق اولان احوىلك اورته دن قالقمسب موجب اولدى,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,5,بوده فرەدکز طر فلرآنده ک اوقراينا اسفارين اجراسنه سبب وسائفاولىن اوالك اوزته قالقمسنی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,6,بوده قزەدکز طر فرنده کی اوكقرىينا اسفىرينك جراسته سبب وسائق اولان احوالقكوربه دظن قالقمسنی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,7,ب وده قرەدک طر فلنده کی اوقرا ينا اسفاينك اجراس ت سبب وسائق الان احوالك اورته دن قالقأمسن ی موخب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,8,بوده قرفەدکز طر فلنده کی اوقر اينا اسفىرينك اجراست ه سبب وسىئق اولان اهوا ل ك اورته د قال قم سنقی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,9,بوده قرەذكز طرفلرنده کی اوقراينا اسايريتي اجرسه سبب وسائق اوااناحوالك ورته دن قال قمسنی موجب الدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,10,ثوذةقرەکز طر فلرنده كی ىودقرانا اسفاريثك اجرىسته سهبب وسائق اولان احوالك او رته دن قالقمسنی مجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,11,وده قرەدکزطر فلرنده کی اوقر ايتا اسفارينک اجرا سته سبب وسائق اولاب احغوالك اورته ذن قالقمسی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,12,بده قەذکز طر لرنده کی اوفرىيباداسفارينك اجراسته بب وسائقا ولىن اوالك اورت ه دن قالقمسنی موحث اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,13,بوده قرەدکزطر فلرنذه کی اوقررانى اسفارينك ارىشته سبب وسائق او لا ن احوالك ىورتة دن قالقمسنی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,14,بوده قرەدکزطر قلرنده کی اوقراينا اسفارينك اجراسته سبب وسائف اولان احوالي اورته دت قالقمشنی موحي ا ولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,15,بودغه قرەدکز طر فلزنده کی اوقراکثى اشفارين ك اجراستة سبب وسائق اولان احوالك اورته دن قالفمسنی موجب اولذى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,16,ب وده قر ەدكز ظ فلرنده کی اوقراينا ىسفارينك اجراسته سبب سائق ولان اهوالك اوريه دن قالقمسنی موجدب اولذى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,17,بوده قرەدکز طر فلر نده کی اوقراينا اسفارينك ىجراسته بب وسىئق اولان احوال اورته دن فالقمسنی موجب ىودى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,18,بودة قرەدک ز طر فلرنده يیس اوقراينا اسفارينك اجزاسته سبب وسائق اولان احغوالك اورتهذن قالقمسنی موجب اولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
18,19,بود ة قرەدکز طر فلرنده کی او قراينا اسفىرثك اجزاسته سبب وسائق اولاناحوالك اورته د ن فالقمسنی موجب ا ولدى.,بوده قرەدکز طر فلرنده کی اوقراينا اسفارينك اجراسته سبب وسائق اولان احوالك اورته دن قالقمسنی موجب اولدى.
202,0,بوفرآقه پروغرامي وتعبيۀ سیاسیەسی اعتاریله روس قرقەلری ىیخنده ك زياده (دەت Ka det) فةرقەسن تقرب ایتمکده وذااده بو(قادەت) فرقەسیله ص یقی بر تماسده بولنمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,1,بوفرقه روغرامي وتغبيۀ سآیاسیسی اعإتاری له روس فرقەلری ایجنده اك زياه (قادەت Kadet) فرقەشنه تفرب ایتمکده وذاتادة بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,2,بوقرقه پوغرامک وتعبيۀ سیاسیەسی اعتباریلهه روس فرقەلری اجنده اك زکاادة (قادەت Kade) فرقەسنه تقرب ایتمکده ودااده بو(قاذەت) فرقەسیلة صیقی بر تمىسده بولنمقد ا یدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,3,بوف رقه پروغراميوتعييۀ سیاشیەسی اعتبازیله روس فرقەلری ىیجنده اي زكاد (قادەت Kadet) فرقەسنه ت قزب اینمکده وذاتاده ب و(قىدەت) رقەسیله صیی بر تماسده بولبمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,4,بوقرقه پزوغرامک وتعبيۀ سیاسیەسی اتباریله روس فرقەلريی ایجنه اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده واتادهبدو(قادەست) فرقەعسیله صیقی بر تمسده بولنمهقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,5,بوفرقه پروغرامي و تعبخيۀ سیاسیەسی اعتباریله روس فزقەلری ایجنده اك زيىدحه (قادەت Kadet) فرقەسنه تقرب ایتمكده وذاتاده بو(قادەت) فرقەسیله صیقی بر تما سده بولنمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,6,بوفرقه پروغرامي وعبىۀ ساسیيەسی اعتباریله روس فرقەلری ایجبده اك زكاده (قادەت Kadet) فرقەسنه تقزب ایتمکده وذات اده بو(قىدەت) فرقەسیله یقی بز تماس ده بولنمقدة ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,7,بوفرقة پروغزامي وتعبيۀ سیايسیەسی اعتبار یله روش فرقەلری ایجنذة اك زكاده (قادەت Kadet) فرقەسنه يفرب ایتمکفه ودا تاده و(قادەي) رقەسیله صیقی بر تماضسه بولنإمقدة ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,8,بورقه پروغرامي وتعييۀ سیىسیەأسی اعباریلإه وس فرفەلری ایجنده اك رکاده قادەت Kadetق) فزقەسنه تفزر ایتکده وذاتادهة بو(قاذەت) فرقنەسیله ضیقی ب ر تماسذه بولنمقذه ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,9,بوفرقه پروغرىمي وتعبيۀ سیایەسی اعتبىریلة روس فرقەلری ایجند اك زياده (قادەت Kadet) فرقەسنعه تقرب ایتميه وذاتاده بو(قادەت فرقەسیله صیقی بر تماسده بولنمقذة ایذی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,10,بوفرقه پروغرىمي وتعبىۀ سیاسساعتباریله روس فرقەلری ایجنده اك رياده (قادەت K a det) فرقەسنه تقرب ایثمکدهوداتاده بوفادەت) فزقەشی له صیقی بر تمسده بولنمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,11,بوفرقه پ روغرامي تبکۀ س یىسیە س اعتباریله روس فرقەری ایجندة اك زياده (قادەت Kadet) فرقەسنه تقرب ىیتمکده وذاتاده بو(قادەت) فرقەسیله صیفی بر تماسخده بولنمقه ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,12,ب وفرقه پوغرامى وتعبيۀ سیاسیەس ىعتباریله روس فرقەل ری ایجنده اک زيده (قادت Kadet) فرقەسنه تقرب اإیتم ده وذضاتاده بو(قادەت)د فرقەشیله صیقی بر تاسه بولنمقده ى یدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,13,بوفرقه پروغرامي وتعبىۀ سیاسیەسیاعتباریله روس قرقەلری ایجيد هاك زياده (قتادەت adet) فرقەسنه تقرب ایتمکدة وذاتاده بو(قاد ەت) فزقەسیله صیقی برتماسده بولنم قده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,14,بوفره روغزامي وتغبيۀ سیاسیەسی اعتباریل روسفرقەلری ا یجنده اك زيادها (قادەت Kadet) فرەسنه نقربي ایتمکده وذاتادة بو(فادەت) فزقەسیله صیقی بر تماسده بولنمقده ایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,15,بوقرقه پروغجرامي وتعبيۀ سیاسیەسی اع تباریله رس فرەلری ایجتده اک زيادة (قادەت Kadet) فرقەسنه تقرب ایتمکده و ذات اده بو(ق ادەت) فرقە سیله ضیقی بر تمىسدة ولنمقده ایدی,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,16,بوفرقه پروثغرامك وتتعبيۀ سیاسیەس اعتباكریل رو س فرقەلری ایجند اكزياده (قاذە ت Kadet) فرقەسنه تقربایي مکده وذاتاحده بو(قادەت) فرقەسیل صیفی بر تماشده بونمقذه ایدیق.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,17,بوفرقة پروغغراك وتعبيۀ سیاسی ەسی اعتباریله روس فرقەلری ایجندةذ ىك زيادهس (قادەن Kadet) فرقەشنه تقرب ایتمكده وذ تاده بو(قادەت) فرقەسله صیقی بر تماشده ب ولنمقدایدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,18,بوكفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زىاده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فظرقەسیله صیقی ب ر تمظاسه بوجلنمقده ادی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
202,19,بوفرقه پروغرامني ت عبيۀ سیاسیەسی اعتبارجیله رس فرقەلزی ىبیجنه اكز زياده (قىدەب Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو (قادە) فرقەسیله صیقی برتماسده بولنمقده ى یدی.,بوفرقه پروغرامي وتعبيۀ سیاسیەسی اعتباریله روس فرقەلری ایجنده اك زياده (قادەت Kadet) فرقەسنه تقرب ایتمکده وذاتاده بو(قادەت) فرقەسیله صیقی بر تماسده بولنمقده ایدی.
250,0,فقط بواسملرك قعرنه اوقراينانك بوتون قوای فطریه س تمثیل ايدن بويوك اورينا شاعی (ظاراس شەوچەن قو)نك اسمى بولونم قدەذر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,1,فقط بواسملزك قغرنده اکوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (اراس شەوچەنقو)نك اسمي بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,2,فقط بوقاسملرك قغرنصدة اوراکنانك بوتون قوای فطریهسنیتمثیل ايدب يويوك اوقراينا شاعری (طىراس شەوچەنقو)نك امى بولونمقدە در.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,3,فقط بوىسملرك قعرنذه اوقرارينانك بوون قای فطریه سنی تمثیلخ ىيدن نويوك اوقراين شا عری (طاراس شەوچەنقو)نك سمى بولونمقد ەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,4,فقط بواسملرك قعرنده اوقراينىنك بوتون قوای فطریه سنی تميیل ايدنبويوك اوقرينى شاعری (طارا شەوچەنقو)نك امى بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,5,فقط بواسملرك قعرنده اوفراينان ك بوتون قوای فطره سن ی تمثیل ايدث بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,6,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریجه سنی تمثیدل اىدن بثويوك اوقرىينا شاعزی طارىس شەوەنرقو)نك اسمى بولونمقدەدز.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,7,فق ط بواسملرك قعرنده وقر اينانك بوکتو ن قوىی فطریجه سنی تمثیل ايدن بويوكاوقراينا شاع (طاراس شەوەنقو)نك اشمى بلونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,8,فقط بواسملرك قعرنة اوقراينانك بوتون قوای فطریه سنی تثیلايذنبويوك اوقراينا شاعری(طاراس شەوچەنقو )نك اسمى بولثمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,9,فقط باسملركقعرنذ ه اوقزاينانك بوتون قوای فطریه سنی تمتیل اكدن بويوك اوقراين شاغری (طاراس شەوچەنفو)نك اسمىط بولونمق دەدز.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,10,فقط بوا سملركقعر ند ه اوقراينىنكبتون قوای فطریه سنیق تمثیل ايذن بوىوكاوقراينا شاعریطاراس شەوچەنقو)نك اسما بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,11,فقط بوشملرك قرندة اوقرىينانك بوتون قوایفطریة سنی تمثیل اينب ويوك اوقا ينا شاعزی(طاراس شەوچەنقو)نك اشمي بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,12,فقط بواسملرك فعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن ثويةوك اوقراينا شاعری (ظاراسه شەوچەنقو)بكاسمى بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,13,فقط بواسلرك قعنده اوقراىنانك بوتو قوای فطریه سنی تمث یل اىذن بويو اوقرىينا شاعزی (اطاراسشەوچەنقونك اسمى ثولونمقەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,14,فقط بواسملرك قعرنده اوقرايثنك بوتون قوای فطریه سنی بمثیل ايدن بويويك اوقزاينا شاعری (طازىتس شەو چەنقو)ني اسمى بلونمرقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,15,فقط نواسملرك قعزده اوقرانانك بوتون قوىی فطریهح سنی تمثیل ايذب بويوك اوقراكنا شاعر ی (طاراس شەوچەنقو)نک اسمي بوعلونمقددر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,16,فقط بواسملرك فعرن ده اوقراينانك بوتون قوای فطریه سنیج تمثیل ايدن بويوك اوقراينا شاعری (طآااس شەوچەنقو)نك اسمى بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,17,فقط باسرك قعرنده اوقراينانك بوتون قوای فطریه سن ی تمثیل ايدن بويوك ىوقراينا شاعری (طارىس شەوچەن قوا)نك اسما بولنمفدەدز.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,18,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمبیل ايدن بويوك اوقراينا شاعری (طاراسص شەوچەنقو)نك اسم بولونمقدەد.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
250,19,فقط بوىسملري قعزنده اوقرايناثك بوتون قوای فطریة سنی تمثکیل ايدن بويوك اوقراينا شاعز (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.,فقط بواسملرك قعرنده اوقراينانك بوتون قوای فطریه سنی تمثیل ايدن بويوك اوقراينا شاعری (طاراس شەوچەنقو)نك اسمى بولونمقدەدر.
