sample_id,source_title,page_id,line_id,image_url,ocr_engine,ocr_text,clean_text,notes,review_status,review_note
real_044_011,Ukraina Russia Turkey,page_044,line_013,local,tesseract_ara_psm6,"بولومقدهدر . ( شهوحهنقو)», اوقرانما قره طوبراغنك وشاعى ملتنك",قره طالعنك نوزاد حقيقيسدر، هردرلو حقوق وثروندن محروم,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,possible page_044 one-line alignment shift after real_044_008
real_044_012,Ukraina Russia Turkey,page_044,line_014,local,tesseract_ara_psm6,قره طالمئك توزاد حققس.در . هردراو حقوق ولروندن محروم,برکويلى عائله سندن يتشمش اولان شاعر (شەوچەنقو)نك روحى،,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,possible page_044 one-line alignment shift after real_044_008
real_044_013,Ukraina Russia Turkey,page_044,line_015,local,tesseract_ara_psm6,بدكويل عالوسندن يتشمش اولان شاعى ( شهوجهنقو ) نك روحى»,اوقراينا طويراغی کی زنكين، اوقراینا ملتی کی محزون واوقراينانك,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,possible page_044 one-line alignment shift after real_044_008
real_044_014,Ukraina Russia Turkey,page_044,line_016,local,tesseract_ara_psm6,اوقراينا طوبرائىكى زنكينء اوقراينا ملتى كى محزون واوقراينانك,استقبالی ايچون بر اختلالجی ایمانیله مشبوع اولدینی کبی کندیسی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,possible page_044 one-line alignment shift after real_044_008
real_044_015,Ukraina Russia Turkey,page_044,line_017,local,tesseract_ara_psm6,استقبالى اجون براختلالجى ايمانيله مشبوع اوادينى كى كنديسى,مظلوملرك برشاعر حقیقیسی ایدی. (شەوچەنقو)نك كليتنى مقدارده,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,possible page_044 one-line alignment shift after real_044_008
real_045_001,Ukraina Russia Turkey,page_045,line_001,local,tesseract_ara_psm6,هاما مخليض اك ايدى . موىاللة » شعرارئده بوقاية ساسهى,تماماً تخليص ايتمك ايدى. مومى اليه، شعر لرنده بوغایۀ سیاسیەيی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_002,Ukraina Russia Turkey,page_045,line_002,local,tesseract_ara_psm6,مدم ومدافعه و( كيف ) ده ( كيريل متود ) نام جمعيت سياسيهبى,مدح ومدافعه و(كييف)ده (كيريل ميتودیا) نام جمعیت سیاسیەيی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_003,Ukraina Russia Turkey,page_045,line_003,local,tesseract_ara_psm6,تشكل ايتديى اجون اون سنه مدلله اورهنيورغ طرفارينه أنى,تشکیل ابتدیکی ایچون اون سنه مدتله اورەنبورغ طرفلرینه نفی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_004,Ukraina Russia Turkey,page_045,line_004,local,tesseract_ara_psm6,ابد لشدى . نومتاستله ديكر بعض اوقراينا حماعت غادملرىده,ایديلمشدی. بومناسبتله دیكر بعض اوقراينا جماعت خادملری ده,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_005,Ukraina Russia Turkey,page_045,line_005,local,tesseract_ara_psm6,دوجار ظر اولشاردى . جار حكومق ء ( شهوحةقو ) نك اشعارى,دوچار ظلم اولمشلردی دوچار حکومتی، (شەوچەنقو)نك اشعارينى,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_006,Ukraina Russia Turkey,page_045,line_006,local,tesseract_ara_psm6,حاوى ( توزار) نام ارك نشررى منع اعمشدى .,حاوى (قوبزار) نام اثرك نشرنى منع ايتمشدی.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_007,Ukraina Russia Turkey,page_045,line_007,local,tesseract_ara_psm6,فقط اوقراينادمى فعاللت دوام لمش ابدى . اللنحى ‎)186٠(‏,فقط اوقراینادەکی فعالیت دوام ایتمش ايدى. اللنجى (١٨٥٠),Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,unicode_control_or_bidi_char
real_045_008,Ukraina Russia Turkey,page_045,line_008,local,tesseract_ara_psm6,‏سلكولر دوروستك وسطكده اوقفراسْئ انك خرسون ولاشده,سنەلر دورەسنك وسطنده اوقراينانك خرسون ولا يتـده «قازاقلر»,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,unicode_control_or_bidi_char
real_045_009,Ukraina Russia Turkey,page_045,line_009,local,tesseract_ara_psm6,1 فازاقر » دورستك عتتاقك تخطر ادن اسير كويلاراه,دورەسنك عنعناتي تخطر ايدن اسير كويليلوك تصديق وعصانی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_010,Ukraina Russia Turkey,page_045,line_010,local,tesseract_ara_psm6,تضدق وعصانى اوزرينه » كويلىيه حريت شخصه وبريإديى زمان,اوزرینه، کویلی به حریت شخصیه ویریلدیکی زمان اوقراينانك,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_011,Ukraina Russia Turkey,page_045,line_011,local,tesseract_ara_psm6,اوقراينانك افكار منوره اصحابى افراد مات اراسئده درحال فعاليت,افكار منوره اصحابی افراد ملت آراسنده در حال فعالیت مدنيەبه,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_012,Ukraina Russia Turkey,page_045,line_012,local,tesseract_ara_psm6,مدسشديه كريقهرك اوثرايا لساى اوزره عدلقه صوص 5 أفسات,كبريشه رك اوقراينا لسانی اوزره خلقه مخصوص بر ادبیات,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_013,Ukraina Russia Turkey,page_045,line_013,local,tesseract_ara_psm6,وجوده كتيرمككء ياشل السائلرا حون ابره مكثار تأسسته ورسالةلر,وجوده كتيرمكه، ياشلی انسانلر ايچون آيريجه مکتبلر تأسيسه,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_014,Ukraina Russia Turkey,page_045,line_014,local,tesseract_ara_psm6,نشرينه باشلا مشاردر . اوقراينالى مكاتب عاليه طليهسى « اوقرا شسقا,ورسالەلر نشرينه باشلا مشلردر. اوقراينالى مكاتب عاليه طلبەسی.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_045_015,Ukraina Russia Turkey,page_045,line_015,local,tesseract_ara_psm6,غىومادا » نامندوى حمعت اطرافئده طويلا مشاردر .,«اوقرابينستا غرومادا» نامندەکی جمعیت اطرافنده طوپلانمشلردر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_001,Ukraina Russia Turkey,page_046,line_001,local,tesseract_ara_psm6,كنت شدات | عدسى أقزرمة دعا زادو #التسكقدي . لكن كيف,کسب شدت ایتمەسی اوزرینه دها زیاده قالشمشـدى. لكن كيف,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_002,Ukraina Russia Turkey,page_046,line_002,local,tesseract_ara_psm6,دارالفنوننك تار معامى ولادمير ا نطونوو مم ورفقاسىودها صكره,دار الفنوننك تاريخ معامى ولاديمير آنطونوویچ و رفقاسي ودها صكره,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_003,Ukraina Russia Turkey,page_046,line_003,local,tesseract_ara_psm6,عبتى مكتب معلمارندن مخاشمل دراغومانوف وه دراغومانوفار»,عينى مكتب معلملرندن ميخائيل دراغومانوف و «دراغومانوفلر»,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_004,Ukraina Russia Turkey,page_046,line_004,local,tesseract_ara_psm6,كى ب وفعال قوتلر » دعواى ملىبى كع بر اصواده نوبوك برمتانتله,کی یکی وفعال قوتلر، دعوای ملی یی یکی بر اصولده بويوك برمتانتله,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_005,Ukraina Russia Turkey,page_046,line_005,local,tesseract_ara_psm6,قيب اتديار . عيق زمانده بر طرفدن ( جوينسك + وولقوف,تعقیب ايتديلر. عینی زمانده بر طرفدن (چوبنسكى، وولقوف,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_006,Ukraina Russia Turkey,page_046,line_006,local,tesseract_ara_psm6,وسائره كى ) اوقراينا النوغىافستالرى كندى ملتلرى حتندمق,وسائرەکی) اوقراينا اتنوغرافيستلری کندی ملتلری حقندەکی قیمتلی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_007,Ukraina Russia Turkey,page_046,line_007,local,tesseract_ara_psm6,فستلى شعلره دوام الله اوأقراينا علملرينه تخصوص اساسار وجودء,تعارف دوام ايله اوقراينا عاملرينه مخصوص اساسلر وجوده كتير مكده,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_008,Ukraina Russia Turkey,page_046,line_008,local,tesseract_ara_psm6,كتير مكده اولدقارى كبى ديكر طرفدنده ايلك حماعت خادملرينك,اولدقاری کی دیكر طرفدنده ايلك جماعت خادملرينك بوتون نظرلری،,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_009,Ukraina Russia Turkey,page_046,line_009,local,tesseract_ara_psm6,عوتون لظراري م روسلاشينه ستدداوناران واوثر ابنانك اس عستت,روسلاشمغه مستعداولمايان واوقراينانك اسكى مدنیت ملیەسنی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_046_010,Ukraina Russia Turkey,page_046,line_010,local,tesseract_ara_psm6,مامه سنى سنلهسلده محافظه ابدن خلقه معطوف ابدى .,سینه سنده محافظه ایدن خلقه معطوف ایدی.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_001,Ukraina Russia Turkey,page_047,line_001,local,tesseract_ara_psm6,اوقراينانك اك اس شاع لرى ابوان فراتقونبى ودها بر بلوك ماعت,اوقراينانك اك اسكى شاعرلری ایوان فرانقویی ودها بر بلوك,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_002,Ukraina Russia Turkey,page_047,line_002,local,tesseract_ara_psm6,عا مرق عاضر لآعون شد بر مشدر .,جماعت خادملرنی حاضر لا يوب بتشدير مشدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_003,Ukraina Russia Turkey,page_047,line_003,local,tesseract_ara_psm6,لامادن ٠5م‏ 1 سندأرينهقادار ادبياتو صنايع تعسهده اسكلردن,١٨٧٠ دن١٨٩٠ سنەلرینه قادار ادبیات و صنایع نفیسەده اسکیلردن,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,unicode_control_or_bidi_char
real_047_004,Ukraina Russia Turkey,page_047,line_004,local,tesseract_ara_psm6,رودانسىء» غىابوفسىء ويكاردن صامى أنقوء لدسا اوقرايسقا كى,رودانسکی، غرابوفسكى، ويكيلردن صامی لنقو، لەسيا اوقرابينسقا کی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_005,Ukraina Russia Turkey,page_047,line_005,local,tesseract_ara_psm6,بر حوق شاعرار لماز . وو ماماري مارفو ووحى» انوان,بر چوق شاعرلر يتيشمشـدر. رومانجیلردن مارقو ووچکی، ایوان,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_006,Ukraina Russia Turkey,page_047,line_006,local,tesseract_ara_psm6,لدوتسى واولغا قوسلانسقا كى ادسار ذكره شاباندرلر. او دورهده,لدويتسكى واولغا قوبيليانسقا کی ادیبلر ذكره شاياندرلر. او دورەده,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_007,Ukraina Russia Turkey,page_047,line_007,local,tesseract_ara_psm6,بر قاج قومبوزيتور دخى إشش.شدر . يونوك بر شهرته مالك بولونان,بر قاچ قومپوزیتور دخى يتشمشدر. بويوك بر شهرته مالك بولونان,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_008,Ukraina Russia Turkey,page_047,line_008,local,tesseract_ara_psm6,( سقولالمصهنقو ) بونلرمانندهدر. موىالبكاوقرابناموسةسندهى,(ميقولالی صەنقو) بونلر میاننده در. مومى اليهك اوقراينا موسيقيسندەكی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_009,Ukraina Russia Turkey,page_047,line_009,local,tesseract_ara_psm6,موقى » شهوجةقونك ادبباتدهى موقئه معادلدر . (لىصدنقو ),موقعی، شەوچەنقونك ادبياتدەكى موقعنه معادلدر. (لى صەنقو),Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_047_010,Ukraina Russia Turkey,page_047,line_010,local,tesseract_ara_psm6,اوقراينا لسابى اوزره بر قاج اويرا تريب اممشدر .,اوقراینا لسانی اوزره بر قاچ اوپرا ترتیب ایتمشدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_001,Ukraina Russia Turkey,page_051,line_001,local,tesseract_ara_psm6,اوقا سالارك صوك سندارده الده ابتدكلرى موفقيات مدنيهبى,اوقايناليلرك صوك سنەلرده ألده ابتدکلری موفقیات مدنیەيی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_002,Ukraina Russia Turkey,page_051,line_002,local,tesseract_ara_psm6,مختصر بر صورتده اولسون تصوير اندوسليك امحون بالكر كفب,مختصر بر صورتده اولسون تصوير ايده بيلمك ايچون يالكز كييف,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_003,Ukraina Russia Turkey,page_051,line_003,local,tesseract_ara_psm6,شبرنده» كتاب طبع ونشريه اشتغال ابدر درت بوبوك اوقراينا,شهرنده، کتاب طبع ونشريله اشتغال ایدر درت بويوك اوقراينا,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_004,Ukraina Russia Turkey,page_051,line_004,local,tesseract_ara_psm6,تجار تخاندسى موجود بولتدينتى ذكر الك كاقيدر. بوثلر بيك ريع,تجارتخانەسی موجود بولنديغنى ذكر ايتمك كافيدر. بونلر پك سريع,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_005,Ukraina Russia Turkey,page_051,line_005,local,tesseract_ara_psm6,بر صورتدءترق امكده ويك بوبوكمعاملات تجاريه اجر|الكدهدرار.,بر صورتده ترقی ايتمكده ويك بويوك معاملات تجاريه اجرا ایلمکدەدرلر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_006,Ukraina Russia Turkey,page_051,line_006,local,tesseract_ara_psm6,اوقراما لادت خاد ملر بدن مع ل 5 غ وشهفسي ) يله سابق قره,اوقراينا جماعت خادملرندن معلم (م . غروشەفسکی) ایله سابق قرەدكز,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_007,Ukraina Russia Turkey,page_051,line_007,local,tesseract_ara_psm6,دكز فلوسى قوماندانى آميرال ( ارقاس)ك « اوقراينا تارنخى » نامله,فیلوسی قوماندانی آمیرال (آرقاس) ك «اوقراينا تاریخی» نامیله,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_008,Ukraina Russia Turkey,page_051,line_008,local,tesseract_ara_psm6,ابرى انرى أشير امش اوادقلرىبش .يوز نهاك ابي ائرء از زمان,آيری آری نشر ايتمش اولدقلری بش يوز صحفهلك ايکي اثر، آز زمان,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_009,Ukraina Russia Turkey,page_051,line_009,local,tesseract_ara_psm6,ظر فده واك زياده كوطللر اراسئده اولارق قرق سك نسعخه,ظرفنده واك زياده كويليلر آراسنده اولارق فرق بيك نسخه صاتیلمشدر!,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_010,Ukraina Russia Turkey,page_051,line_010,local,tesseract_ara_psm6,سال شدر؛ بونلردزماعدا نشراولونان ديكر ايك اوقراينانارخىده,بونلردن ماعدا نشر اولونان دیكر ایکی اوقراینا تاریخی ده,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_051_011,Ukraina Russia Turkey,page_051,line_011,local,tesseract_ara_psm6,بك كاتلى متدارده صاسامشاردر. تحار به بدا تهدتادار لي اوقراسا,پك كليتلى مقدارده صاتيامشلردر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,high CER/WER and OCR-clean length mismatch
real_052_001,Ukraina Russia Turkey,page_052,line_001,local,tesseract_ara_psm6,كوجوك اعتبار مالى حممت امحاديهسئ » لى ذكر انك لازمدر .,كوچوك اعتبار مالی جمعیت اتحادیەسی» في ذكر ايتمك لازمدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_002,Ukraina Russia Turkey,page_052,line_002,local,tesseract_ara_psm6,اوقراينا لسالى اوزره اي قوئُوراتيف جموعدسى نش اند لكدةدر.,اوقراينا لسانی اوزره ایکی قوئوپراتیف مجموعەسی نشر ایدیلمکدەدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_003,Ukraina Russia Turkey,page_052,line_003,local,tesseract_ara_psm6,بوموفقتارى الده ايده سلمك امحون اوقراسا قوثو راسف حمستارى,بوموفقيتارى ألده ايدەبيلمك ايچون اوقراینا قوئوپراتیف جمعیتلری,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_004,Ukraina Russia Turkey,page_052,line_004,local,tesseract_ara_psm6,كرك 52-3 7 وكرك حكورمتك موسقوق كو تورائف متايه,كرك حكومت، وكرك حكومتك موسقوف قوئوپراتيف جمعتلرینه,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_005,Ukraina Russia Turkey,page_052,line_005,local,tesseract_ara_psm6,وبرمش اولديتى امتاز طرفندن اماع ابديلن مشكلاتياه اوغاشمق,ويرمش اولدیغی امتیاز طرفندن ايقاع ايديلن مشكلاتيله اوغراشمق,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_006,Ukraina Russia Turkey,page_052,line_006,local,tesseract_ara_psm6,جوردده قااشاردر .,مجبوريتده قالمشلردر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_007,Ukraina Russia Turkey,page_052,line_007,local,tesseract_ara_psm6,اوقراسنانك اشاهنده يك يوبوك رول اوسامش اولان اوقرابنا,اوقراينانك انتباهنده پك بويوك رول اوينامش اولان اوقراینا,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_008,Ukraina Russia Turkey,page_052,line_008,local,tesseract_ara_psm6,تياتروسنك ذ كرىده اقتضا ا.در . مذ كور تباترولرده ملى اثراردن,تياتروسنك ذكرى ده اقتضا ايدر. مذكور تياترولرده ملى أثرلردن,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_052_009,Ukraina Russia Turkey,page_052,line_009,local,tesseract_ara_psm6,ياسشقا 3 اورونا اد سامئدن الرحهه ادش اثرار 1-6 اوسا مقدهدر :,باشقا، آوروپا ادبیاتندن ترجمه ایدیلمش اثرلر دخی اوینانمقدەدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_001,Ukraina Russia Turkey,page_053,line_001,local,tesseract_ara_psm6,صوك سلدارده اوقرايناللر طرقندن بابيلان برقاج بوبوك ومهسمم,صوك سنەلرده اوقرايناليلر طرفدن باپیلان برقاچ بويوك ومهيج,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_002,Ukraina Russia Turkey,page_053,line_002,local,tesseract_ara_psm6,عايشارى نظر دقته المق كافدر . ايك سله اول كفده وفات ابدن,نمایشلری نظر دقته آلمق کافیدر. ایکی سنه اول، کیفده وفات ایدن,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_003,Ukraina Russia Turkey,page_053,line_003,local,tesseract_ara_psm6,اوقراسانك خلق اراسنده اك معروف صاييلان قوصوزيتورى,اوقراينانك خلق آراسنده اك معروف صايیلان قومیوزیتوری,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_004,Ukraina Russia Turkey,page_053,line_004,local,tesseract_ara_psm6,"( لصهنقو ) نك هراسم تدفئيدسته ( ‎5٠٠,٠٠٠‏ ) كشلاك برجم غفير","(ليصەنقو)نك مراسم تدفينيەسنه (٢٠٠,٠٠٠) كشيلك برحم غفير",Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,unicode_control_or_bidi_char
real_053_005,Ukraina Russia Turkey,page_053,line_005,local,tesseract_ara_psm6,اشتراك العغشدى . حلتكلرده بازيلى اولان وطبيرورانهحمادار اوقراينا,اشتراك ايتمشدى. چلنکلرده یازیلی اولان وطنپرورانه حملەلر اوقراينا,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_006,Ukraina Russia Turkey,page_053,line_006,local,tesseract_ara_psm6,"ملى دنكق حاوى ولونان قوردهلالر, بر حوق هدّات م خصدلر",ملی رنكنی حاوي بولونان قوردەلالر، بر چوق هیئات مرخصەلر,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_007,Ukraina Russia Turkey,page_053,line_007,local,tesseract_ara_psm6,ومتوفانك مزارى ا وكنده سويلئن نطقلرء بومايشه دها مؤئر برماهصت,ومتوفانك مزاری اوکنده سویلنن نطقلر، بونمایشه دها مؤثر بر ماهیت,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_008,Ukraina Russia Turkey,page_053,line_008,local,tesseract_ara_psm6,ملهوساسهويرمشاردركةه نونك شحهسىاولار ق كيف والسى حكومت,مليه و سیاسیه و بر مشلردرکه بونك نتيجەسی اولارق كييف واليسی حکومت,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_053_009,Ukraina Russia Turkey,page_053,line_009,local,tesseract_ara_psm6,طرقندن تيديل اند أشدي. بودن بوسنه سكرء مه كبقدء وكات إبدن,طرفندن تبدیل ایدیلمیشدی.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,high CER/WER and OCR-clean length mismatch
real_056_001,Ukraina Russia Turkey,page_056,line_001,local,tesseract_ara_psm6,إيكاحى قسم ( دليهيدر ) مهريينك ساحل ساركء واقيدر ‏ لوقام,ایکنجی قسم (دنیەپەر) نهرينك ساحل يسارنده واقعدركه بوقسم,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,unicode_control_or_bidi_char
real_056_002,Ukraina Russia Turkey,page_056,line_002,local,tesseract_ara_psm6,( بولتاوا ) » ( حهرنيهوف ) و (خارقوف) أبالتلرنى احتوا ابدر .,(پولتاوا)، (چەرنيهوف) و(خارقوف) أيالتلريني احتوا ايدر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,high_wer_ocr_vs_clean
real_056_003,Ukraina Russia Turkey,page_056,line_003,local,tesseract_ara_psm6,اوجن تسم قره دكز حوالى؟ ساحليةسنده بوانان جسم اووهاردن,اوچنجی قسم قرەدكز حوالی ساحلیەسنده بوانان جسیم اووەلردن,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_056_004,Ukraina Russia Turkey,page_056,line_004,local,tesseract_ara_psm6,عبارتدركه بونده ( قاتهرينوسلاو ) » ( خرسون ) و ( طوريد ),عبارتدركه بونده (قاتەرينوسلاو)، (خرسون) و (طوريد) أيالتلرى موجوددر.,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,good,
real_056_005,Ukraina Russia Turkey,page_056,line_005,local,tesseract_ara_psm6,ابالقارى حو مجو فدد .,بوتون بواراضیده ساکن اهالينك مقدار مجموعی (خولم) ایالتی داخلی,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,suspicious,length ratio outlier
real_056_006,Ukraina Russia Turkey,page_056,line_006,local,tesseract_ara_psm6,بوتون بواراضددسا كن اعالئك مقدار جموى_(خوم)ابالتى داخلى,حساب ايدلمامك شرطيله – ١٨٩٧ده وقوع بولان تحرير نفوسه نظراً,Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,high_cer_ocr_vs_clean
real_056_007,Ukraina Russia Turkey,page_056,line_007,local,tesseract_ara_psm6,حساب ابدلمامك شرطيله ‏ لاحماده وقوع بولان محريرتفوسه لظرا,"٢٣,٤٣٠,٤٠٧یه بالغ اولمقده درکه ١٧,٠٠٥,٦٨٨ی اوقرايناليدر.",Arabic-only Tesseract OCR; starter alignment from Wikisource transcription,needs_image_check,high_cer_ocr_vs_clean;unicode_control_or_bidi_char
